line_num,station_nm_chn,station_cd,station_nm_jpn,station_nm_eng,station_nm,fr_code,lat,lng
07호선,四佳亭,2724,サガジョン,Sagajeong,사가정,722,37.580894,127.088478
07호선,波拉美,2744,ポラメ,Boramae,보라매,742,37.499872,126.920428
07호선,新大方丁字路口,2743,シンデバンサムゴリ,Sindaebangsamgeori,신대방삼거리,741,37.499701,126.928276
07호선,內方,2737,ネバン,Naebang,내방,735,37.487618,126.993513
07호선,水落山,2713,スラッサン,Suraksan,수락산,711,37.67785,127.055315
07호선,高速巴士客运站,2736,コソクターミナル,Express Bus Terminal,고속터미널,734,37.50481,127.004943
07호선,论岘,2734,ノンヒョン,Nonhyeon,논현,732,37.511093,127.021415
07호선,南城,2739,ナムソン,Namseong,남성,737,37.484596,126.971251
07호선,墨谷,2720,モッコル,Meokgol,먹골,718,37.610637,127.077725
07호선,长丞拜基,2742,チャンスンベギ,Jangseungbaegi,장승배기,740,37.504898,126.93915
07호선,上道,2741,サンド,Sangdo,상도,739,37.502834,126.94791
07호선,崇实大学(赛毗岭),2740,スンシルデイック,Soongsil Univ.,숭실대입구,738,37.496029,126.953822
07호선,南九老,2747,ナムグロ,Namguro,남구로,745,37.486056,126.887249
07호선,铁山,2749,チョルサン,Cheolsan,철산,747,37.47605,126.867911
07호선,喜鹊屋,3753,カチウル,Kkachiul,까치울,751,37.506207,126.810939
07호선,儿童大公园,2728,オリニ・テゴンウォン,Children's Grand Park,어린이대공원,726,37.548014,127.074658
07호선,加山数码园区,2748,カサン・デジタルダンジ,Gasan Digital Complex,가산디지털단지,746,37.481072,126.882343
07호선,春衣,3755,チュニ,Chunui,춘의,753,37.503663,126.787036
07호선,富川综合运动场,3754,プチョンジョンハブンドンジャン,Bucheon Stadium,부천종합운동장,752,37.50538,126.797337
07호선,芦原,2715,ノウォン,Nowon,노원,713,37.655128,127.061368
07호선,中溪,2716,チュンゲ,Junggye,중계,714,37.644583,127.064303
07호선,新中洞,3756,シンジュンドン,Sinjung-dong,신중동,754,37.503048,126.77596
07호선,建国大学,2729,コンデイック,Konkuk Univ.,건대입구,727,37.540693,127.07023
07호선,清潭,2731,チョンダム,Cheongdam,청담,729,37.519365,127.05335
07호선,泰陵,2719,テルンイック,Taereung,태릉입구,717,37.617983,127.07512
07호선,孔陵,2718,コンヌン,Gongneung,공릉,716,37.625742,127.072896
07호선,下溪,2717,ハゲ,Hagye,하계,715,37.636352,127.06799
07호선,富川市厅,3757,プチョンシチョン,Bucheon City Hall,부천시청,755,37.504631,126.763538
07호선,大林,2746,テリム,Daerim,대림,744,37.49297,126.895801
07호선,新丰,2745,シンプン,Sinpung,신풍,743,37.50008,126.90993
07호선,马得,2714,マドゥル,Madeul,마들,712,37.66494,127.057675
07호선,江南区厅,2732,カンナムグチョン,Gangnam-gu Office,강남구청,730,37.517186,127.04128
07호선,中和,2721,チュンファ,Junghwa,중화,719,37.602545,127.079264
07호선,光明十字路口,2750,クァンミョンサゴリ,Gwangmyeongsageori,광명사거리,748,37.479252,126.854876
07호선,道峰山,2712,トボンサン,Dobongsan,도봉산,710,37.689313,127.046222
07호선,天旺,2751,チョヌァン,Cheonwang,천왕,749,37.486637,126.838713
07호선,上凤(市外巴士客运站),2722,サンボン,Sangbong,상봉,720,37.596362,127.085032
07호선,鹤洞,2733,ハクトン,Hak-dong,학동,731,37.514229,127.031656
07호선,上洞,3758,サンドン,Sang-dong,상동,756,37.505781,126.753083
07호선,三山体育馆,3759,サムサン・チェユックァン,Samsan Gymnasium,삼산체육관,757,37.506411,126.742153
07호선,掘浦川,3760,クルポチョン,Gulpocheon,굴포천,758,37.506997,126.73128
07호선,富平区厅,3761,プピョングチョン,Bupyeong-gu Office,부평구청,759,37.508336,126.720548
07호선,石南,3763,石南,Seongnam,석남,761,37.506193,126.676203
07호선,面牧,2723,ミョンモク,Myeonmok,면목,721,37.588579,127.087503
07호선,盘浦,2735,パンポ,Banpo,반포,733,37.508178,127.011727
07호선,温水,2752,オンス,Onsu,온수,750,37.492258,126.823388
07호선,龙马山,2725,ヨンマサン,Yongmasan,용마산,723,37.573647,127.086727
07호선,中谷,2726,チュンゴク,Junggok,중곡,724,37.565923,127.08432
07호선,君子,2727,クンジャ,Gunja,군자,725,37.557121,127.079542
07호선,长岩,2711,チャンアム,Jangam,장암,709,37.700109,127.053196
08호선,松坡,2817,ソンパ,Songpa,송파,816,37.499703,127.112183
08호선,山城,2822,サンソン,Sanseong,산성,822,37.457122,127.149908
08호선,千戶,2812,チョンホ,Cheonho,천호,811,37.538397,127.123572
08호선,新兴,2825,シンフン,Sinheung,신흥,825,37.440918,127.147564
08호선,文井,2819,ムンジョン,Munjeong,문정,818,37.485855,127.1225
08호선,岩寺,2811,アムサ,Amsa,암사,810,37.55021,127.127562
08호선,丹垈五岔路口,2824,タンデオゴリ,Dandaeogeori,단대오거리,824,37.44521,127.156866
08호선,可乐市场,2818,カラク・シジャン,Garak Market,가락시장,817,37.492522,127.118234
08호선,长旨,2820,チャンジ,Jangji,장지,819,37.478703,127.126191
08호선,福井,2821,ポクチョン,Bokjeong,복정,820,37.470047,127.126662
08호선,別內,2805,ピョルネ,Byeollae,별내,804,37.64202,127.12684
08호선,南汉山城,2823,ナムハンサンソンイック,Namhansanseong,남한산성입구,823,37.451535,127.159816
08호선,蚕室,2815,チャムシル,Jamsil,잠실,814,37.51395,127.102234
08호선,梦村土城,2814,モンチョントソン,Mongchontoseong,몽촌토성,813,37.517409,127.112359
08호선,牡丹,2827,モラン,Moran,모란,827,37.43213,127.129087
08호선,寿进,2826,スジン,Sujin,수진,826,37.437428,127.140722
08호선,江东区厅,2813,カンドングチョン,Gangdong-gu Office,강동구청,812,37.530341,127.120508
08호선,九里,2808,クリ,Guri,구리,807,37.603392,127.143869
08호선,石村,2816,ソクチョン,Seokchon,석촌,815,37.505431,127.106979
09호선,鹭得,4118,ノドゥル,Nodeul,노들,918,37.512887,126.953222
09호선,铜雀,4120,トンジャク,Dongjak,동작,920,37.502971,126.979306
09호선,石村,4133,ソクチョン,Seokchon(Hansol Hospital),석촌,933,37.505431,127.106979
09호선,奥林匹克公园,4136,オリンピックゴンウォン,Olympic Park,올림픽공원,936,37.516078,127.130848
09호선,新论岘,4125,シンノンヒョン,Sinnonhyeon,신논현,925,37.504598,127.02506
09호선,彦州,4126,オンジュ,Eonju,언주,926,37.507287,127.033868
09호선,综合运动场,4130,チョンハブンドンジャン,Sports Complex,종합운동장,930,37.510997,127.073642
09호선,奉恩寺,4129,ポンウンサ,Bongeunsa,봉은사,929,37.514219,127.060245
09호선,三成中央,4128,サムソン・チュンアン,Samseong Jungang,삼성중앙,928,37.513011,127.053282
09호선,砂平,4124,サピョン,Sapyeong,사평,924,37.504206,127.015259
09호선,高速巴士客运站,4123,コソクターミナル,Express Bus Terminal,고속터미널,923,37.50481,127.004943
09호선,新盘浦,4122,シンバンポ,Sinbanpo,신반포,922,37.503415,126.995925
09호선,旧盘浦,4121,クバンポ,Gubanpo,구반포,921,37.501364,126.987332
09호선,開化,4101,ケファ,Gaehwa,개화,901,37.578608,126.798153
09호선,金浦机场,4102,キンポゴンハン,Gimpo Intl. Airport,김포공항,902,37.562434,126.801058
09호선,空港市场,4103,コンハンシジャン,Airport Market,공항시장,903,37.563726,126.810678
09호선,新傍花,4104,シンバンファ,Sinbanghwa,신방화,904,37.567532,126.816601
09호선,麻谷渡口,4105,マゴンナル,Magongnaru,마곡나루,905,37.567336,126.829497
09호선,阳川乡校,4106,ヤンチョンヒャンギョ,Yangcheon Hyanggyo,양천향교,906,37.568381,126.841333
09호선,宣靖陵,4127,ソンジョンヌン,Seonjeongneung,선정릉,927,37.51098,127.043593
09호선,加阳,4107,カヤン,Gayang,가양,907,37.561391,126.854456
09호선,曾米,4108,チュンミ,Jeungmi,증미,908,37.557402,126.861939
09호선,登村,4109,トゥンチョン,Deungchon,등촌,909,37.550632,126.865689
09호선,盐仓,4110,ヨムチャン,Yeomchang,염창,910,37.546936,126.874916
09호선,新木洞,4111,シンモクトン,Sinmokdong,신목동,911,37.544277,126.88308
09호선,仙游岛,4112,ソニュド,Seonyudo,선유도,912,37.53802,126.893525
09호선,堂山,4113,タンサン,Dangsan,당산,913,37.53438,126.902281
09호선,国会议事堂,4114,ククェウィサダン,National Assembly,국회의사당,914,37.528105,126.917874
09호선,汝矣岛,4115,ヨイド,Yeouido,여의도,915,37.521624,126.924191
09호선,赛江,4116,セッカン,Saetgang,샛강,916,37.517274,126.928422
09호선,鹭梁津,4117,ノリャンジン,Noryangjin,노량진,917,37.514219,126.942454
09호선,黑石,4119,フッソク,Heukseok,흑석,919,37.50877,126.963708
GTX-A,大谷,9002,テゴク,Daegok,대곡,X103,37.631626,126.811024
GTX-A,駒城,0010,クソン,Guseong,구성,X110,37.298969,127.105664
GTX-A,水西,0008,スソ,Suseo,수서,X108,37.487371,127.10188
GTX-A,延新川,9004,ヨンシンネ,Yeonsinnae,연신내,X105,37.619001,126.921008
GTX-A,首尔,9005,ソウル,Seoul,서울,X106,37.554648,126.972559
경강선,世宗大王陵,1510,セジョンデワンヌン,Sejongdaewangneung,세종대왕릉,K419,37.295309,127.570938
경강선,草月,1505,チョウォル,Chowol,초월,K414,37.374419,127.299
경강선,新屯陶藝村,1507,シンドゥンドイェチョン,Sindundoyechon,신둔도예촌,K416,37.317185,127.40476
경강선,昆池岩,1506,コンジアム,Gonjiam,곤지암,K415,37.351315,127.34674
경강선,三洞,1503,サムドン,Samdong,삼동,K412,37.409522,127.20336
경강선,二梅,1502,イメ,Imae,이매,K411,37.396104,127.12827
경강선,京畿廣州,1504,キョンギクァンジュ,GyeonggiGwangju,경기광주,K413,37.399907,126.630347
경강선,驪州,1511,ヨジュ,Yeoju,여주,K420,37.282701,127.628607
경강선,板橋,1501,パンギョ,Pangyo,판교,K409,37.394761,127.111217
경강선,利川,1508,セジョンデワンヌン,Icheon,이천,K417,37.265579,127.44226
경강선,夫鉢,1509,プバル,Bubal,부발,K418,37.260192,127.490277
경의선,野塘,1277,ヤダン,Yadang,야당,K328,37.712327,126.761356
경의선,陵谷,1271,ヌンゴク,Neunggok,능곡,K321,37.618808,126.820783
경의선,德沼,1208,トッソ,Deokso,덕소,K126,37.586781,127.208832
경의선,养正,1207,ヤンジョン,Yangjeong,양정,K125,37.60533,127.19364
경의선,陶农,1206,トノン,Donong,도농,K124,37.608806,127.161153
경의선,二村,1008,イチョン,Ichon,이촌,K111,37.522272,126.974345
경의선,西冰库,1009,ソビンゴ,Seobinggo,서빙고,K112,37.519594,126.988537
경의선,汉南,1010,ハンナム,Hannam,한남,K113,37.52943,127.009169
경의선,玉水,1011,オッス,Oksu,옥수,K114,37.540685,127.017965
경의선,养源,1204,ヤンウォン,Yangwon,양원,K122,37.606596,127.107906
경의선,九里,1205,クリ,Guri,구리,K123,37.603392,127.143869
경의선,谷山,1272,コッサン,Goksan,곡산,K323,37.645676,126.801762
경의선,忘忧,1203,マンウ,Mangu,망우,K121,37.59955,127.091909
경의선,上凤,1202,サンボン,Sangbong,상봉,K120,37.596362,127.085032
경의선,中浪,1201,チュンナン,Jungnang,중랑,K119,37.594917,127.076116
경의선,回基,101C,フェギ,Hoegi,회기,K118,37.58946,127.057583
경의선,清凉里,1014,チョンニャンニ,Cheongnyangni,청량리,K117,37.580178,127.046835
경의선,金陵,1279,クムヌン,Geumneung,금릉,K330,37.751322,126.765347
경의선,金村,1280,クムチョン,Geumchon,금촌,K331,37.766217,126.774644
경의선,坡州,1283,パジュ,Paju,파주,K334,37.815298,126.792783
경의선,汶山,1284,ムンサン,Munsan,문산,K335,37.854619,126.788047
경의선,往十里,1013,ワンシムニ,Wangsimni,왕십리,K116,37.561533,127.037732
경의선,枫山,1274,プンサン,Pungsan,풍산,K325,37.672346,126.786243
경의선,一山,1275,イルサン,Ilsan,일산,K326,37.682077,126.769846
경의선,炭岘,1276,タンヒョン,Tanhyeon,탄현,K327,37.694023,126.761086
경의선,云井,1278,ウンジョン,Unjeong,운정,K329,37.725826,126.767257
경의선,鹰峰,1012,ウンボン,Eungbong,응봉,K115,37.549946,127.034538
경의선,龙山,100C,ヨンサン,Yongsan,용산,K110,37.529849,126.964561
경의선,白马,1273,ペンマ,Baengma,백마,K324,37.658239,126.794461
경의선,兩水,1212,ヤンス,Yangsu,양수,K130,37.545981,127.329098
경의선,菊秀,1214,クッス,Guksu,국수,K132,37.516169,127.399367
경의선,我新,1215,アシン,Asin,아신,K133,37.51382,127.443173
경의선,梧滨,1216,オビン,Obin,오빈,K134,37.506062,127.473868
경의선,杨平,1217,ヤンピョン,Yangpyeong,양평,K135,37.525648,126.885778
경의선,元德,1218,ウォンドク,Wondeok,원덕,K136,37.468672,127.547076
경의선,龙门,1219,ヨンムン,Yongmun,용문,K137,37.48223,127.594647
경의선,砥平,1220,チピョン,Jipyeong,지평,K138,37.476444,127.629617
경의선,大谷,0300,テゴク,Daegok,대곡,K322,37.631626,126.811024
경의선,月笼,1282,ウォルロン,Wollong,월롱,K333,37.796188,126.792587
경의선,陶深,1209,トシム,Dosim,도심,K127,37.579622,127.222672
경의선,八堂,1210,パルタン,Paldang,팔당,K128,37.547371,127.243939
경의선,云吉山,1211,ウンギルサン,Ungilsan,운길산,K129,37.554669,127.310115
경의선,新院,1213,シヌォン,Sinwon,신원,K131,37.525545,127.372921
경의선,首爾站,1251,ソウル,Seoul Station,서울역,P313,37.554648,126.972559
경의선,新村,1252,シンチョン,Sinchon,신촌,P312,37.555134,126.936893
경의선,孝昌公园,1261,ヒョチャンゴンウォンアプ,Hyochang Park,효창공원앞,K826,37.539261,126.961351
경의선,孔德,1262,コンドク,Gongdeok,공덕,K312,37.544018,126.951592
경의선,西江大,1263,ソガンデ,Sogang Univ.,서강대,K313,37.551881,126.935711
경의선,弘益大学,1264,ホンデイック,Hongik Univ.,홍대입구,K314,37.557192,126.925381
경의선,加佐,1265,カジュア,Gajwa,가좌,K315,37.568491,126.915487
경의선,数码媒体城,1266,デジタルメディアシティ,Digital Media City,디지털미디어시티,K316,37.576646,126.900984
경의선,水色,1267,スセク,Susaek,수색,K317,37.580842,126.895611
경의선,江梅,1269,カンメ,Gangmae,강매,K319,37.612314,126.843223
경의선,幸信,1270,ヘンシン,Haengsin,행신,K320,37.612102,126.834146
경춘선,春川,1329,チュンチョン,Chuncheon,춘천,P140,37.885054,127.717023
경춘선,南春川,1328,ナムチュンチョン,Namchuncheon,남춘천,P139,37.864007,127.723792
경춘선,上鳳,1309,サンボン,Sangbong,상봉,P120,37.596362,127.085032
경춘선,天摩山,1318,チョンマサン,Cheonmasan,천마산,P129,37.658978,127.285379
경춘선,光云大学,1305,クァンウンデ,Kwangwoon Univ.,광운대,P116,37.623632,127.061835
경춘선,別內,1313,ピョルネ,Byeollae,별내,P124,37.64202,127.12684
경춘선,退溪院,1314,トェゲウォン,Toegyewon,퇴계원,P125,37.648311,127.143952
경춘선,思陵,1315,サルン,Sareung,사릉,P126,37.65108,127.176933
경춘선,金谷,1316,クムゴク,Geumgok,금곡,P127,37.637382,127.207853
경춘선,屈峰山,1324,クルボンサン,Gulbongsan,굴봉산,P135,37.832067,127.557695
경춘선,忘憂,1310,マンウ,Mangu,망우,P121,37.59955,127.091909
경춘선,新內,1311,シンネ,Sinnae,신내,P122,37.612887,127.103218
경춘선,葛梅,1312,カルメ,Galmae,갈매,P123,37.634118,127.114757
경춘선,金裕貞,1327,キミュジョン,Gimyujeong,김유정,P138,37.818466,127.71434
경춘선,淸凉里,1306,チョンニャンニ,Cheongnyangni,청량리,P117,37.580178,127.046835
경춘선,淸平,1321,チョンピョン,Cheongpyeong,청평,P132,37.735488,127.42661
경춘선,上泉,1322,サンチョン,Sangcheon,상천,P133,37.770246,127.454821
경춘선,加平,1323,カピョン,Gapyeong,가평,P134,37.814536,127.510739
경춘선,回基,1307,フェギ,Hoegi,회기,P118,37.58946,127.057583
경춘선,中浪,1308,チュンナン,Jungnang,중랑,P119,37.594917,127.076116
경춘선,磨石,1319,マソク,Maseok,마석,P130,37.652782,127.311767
경춘선,白楊里,1325,ペギャンニ,Baegyang-ri,백양리,P136,37.830779,127.58933
경춘선,大成里,1320,テソンニ,Daeseong-ri,대성리,P131,37.684071,127.379319
경춘선,江村,1326,カンチョン,Gangchon,강촌,P137,37.805723,127.634146
경춘선,坪內好坪,1317,ピョンネホピョン,Pyeongnae Hopyeong,평내호평,P128,37.653225,127.244493
공항철도,永宗,4217,ヨンジョン,Yeongjong,영종,A072,37.511466,126.5237
공항철도,机场货物厅舍,4212,コンハンファムルチョンサ,Incheon Intl. Airport Cargo Terminal,공항화물청사,A09,37.458366,126.476241
공항철도,云西,4211,ウンソ,Unseo,운서,A08,37.492904,126.49379
공항철도,靑羅國際城驛,4210,チョンナグクチェドシ,Cheongna Int’l City Station,청라국제도시,A071,37.555878,126.625327
공항철도,数码媒体城,4204,デジタルメディアシティ,Digital Media City,디지털미디어시티,A04,37.576646,126.900984
공항철도,弘益大学,4203,ホンデイック,Hongik Univ.,홍대입구,A03,37.557192,126.925381
공항철도,孔德,4202,コンドク,Gongdeok,공덕,A02,37.544018,126.951592
공항철도,金浦机场,4207,キンポゴンハン,Gimpo Intl. Airport,김포공항,A05,37.562434,126.801058
공항철도,桂阳,4208,ケヤン,Gyeyang,계양,A06,37.571462,126.735637
공항철도,黔岩,4209,コマム,Geomam,검암,A07,37.569104,126.673728
공항철도,首爾站,4201,ソウルヨク,Seoul Station,서울역,A01,37.554648,126.972559
공항철도,麻谷渡口,4206,マゴンナル,Magongnaru,마곡나루,A042,37.567336,126.829497
김포도시철도,金浦机场,4929,キンポ空港,Gimpo Int’l Airport,김포공항,699,37.562434,126.801058
서해선,谷山,105C,谷山,Goksan,곡산,S10,37.645676,126.801762
서해선,富川綜合運動場,1982,プチョンジョンハブンドンジャン,Bucheon Stadium,부천종합운동장,S15,37.50538,126.797337
서해선,素砂,4804,ソサ,Sosa,소사,S16,37.482753,126.79544
서해선,一山,108C,一山,Ilsan,일산,S07,37.682077,126.769846
서해선,楓山,107C,楓山,Pungsan,풍산,S08,37.672346,126.786243
서해선,白馬,106C,白馬,Baengma,백마,S09,37.658239,126.794461
서해선,大谷,103C,大谷,Daegok,대곡,S11,37.631626,126.811024
서해선,陵谷,104C,陵谷,Neunggok,능곡,S12,37.618808,126.820783
서해선,草芝,4813,チョジ,Choji,초지,S26,37.320646,126.805913
서해선,金浦空港,1980,キンポ,Gimpo Int'l Airport,김포공항,S13,37.562434,126.801058
수인분당선,往十里,102C,ワンシムニ,Wangsimni,왕십리,K210,37.561533,127.037732
수인분당선,安山,1834,アンサン,Ansan,안산,K255,37.327082,126.788532
수인분당선,草芝,1833,チョジ,Choji,초지,K254,37.320646,126.805913
수인분당선,二梅,1860,イメ,Imae,이매,K227,37.396104,127.12827
수인분당선,梧里,1859,オリ,Ori,오리,K232,37.339824,127.108942
수인분당선,美金,1858,ミグム,Migeum,미금,K231,37.350077,127.10891
수인분당선,亭子,1857,チョンジャ,Jeongja,정자,K230,37.36706,127.108105
수인분당선,薮内,1856,スネ,Sunae,수내,K229,37.378455,127.114322
수인분당선,书岘,1855,ソヒョン,Seohyeon,서현,K228,37.385126,127.123592
수인분당선,野塔,1854,ヤタプ,Yatap,야탑,K226,37.411185,127.128715
수인분당선,大母山,1028,テモサンイック,Daemosan,대모산입구,K220,37.491373,127.07272
수인분당선,牡丹,1853,モラン,Moran,모란,K225,37.43213,127.129087
수인분당선,古栈,1832,コジャン,Gojan,고잔,K253,37.316777,126.823249
수인분당선,驹城,1863,クソン,Guseong,구성,K235,37.298969,127.105664
수인분당선,太平,1852,テピョン,Taepyeong,태평,K224,37.440019,127.127709
수인분당선,仁川论岘,1881,インチョンノンヒョン,Incheon Nonhyeon,인천논현,K262,37.400614,126.722478
수인분당선,乌耳岛,1800,オイド,Oido,오이도,K258,37.362357,126.738714
수인분당선,延寿,1885,ヨンス,Yeonsu,연수,K266,37.417804,126.67894
수인분당선,源仁斋,1884,ウォニンジェ,Woninjae,원인재,K265,37.412603,126.687389
수인분당선,梅桥,1872,メギョ,Maegyo,매교,K244,37.265481,127.015678
수인분당선,中央,1831,チュンアン,Jungang,중앙,K252,37.315941,126.838573
수인분당선,仁荷大学 ,1888,インハデ,Inha Univ.,인하대,K269,37.448493,126.649619
수인분당선,水原,1846,スウォン,Suwon,수원,K245,37.265974,126.999874
수인분당선,新浦,1890,シンポ,Sinpo,신포,K271,37.46874,126.623853
수인분당선,宝亭,1861,ポジョン,Bojeong,보정,K234,37.312752,127.108196
수인분당선,宣靖陵,1850,ソンジョンヌン,Seonjeongneung,선정릉,K214,37.51098,127.043593
수인분당선,江南区厅,1849,カンナムグチョン,Gangnam-gu Office,강남구청,K213,37.517186,127.04128
수인분당선,狎鸥亭罗德奥,1848,アックジョンロデオ,Apgujeong rodeo,압구정로데오,K212,37.527381,127.040534
수인분당선,仁荷大学,1889,スンイ,Sungui,숭의,K270,37.460789,126.638297
수인분당선,苏莱浦口,1880,ソレポグ,Soraepogu,소래포구,K261,37.40095,126.733522
수인분당선,月串,1879,ウォルゴッ,Wolgot,월곶,K260,37.391769,126.742699
수인분당선,達月,1878,タロル,Dalwol,달월,K259,37.379681,126.745177
수인분당선,虎口浦,1882,ホグポ,Hogupo,호구포,K263,37.401637,126.708627
수인분당선,器兴,1865,キフン,Giheung,기흥,K237,37.275619,127.115936
수인분당선,上葛,1866,サンガル,Sanggal,상갈,K238,37.26181,127.108847
수인분당선,清明,1867,チョンミョン,Cheongmyeong,청명,K239,37.259489,127.078934
수인분당선,灵通,1868,ヨントン,Yeongtong,영통,K240,37.251568,127.071394
수인분당선,首尔林,1847,ソウルスプ,Seoul-forest,서울숲,K211,37.543617,127.044707
수인분당선,仁川,1891,インチョン,Incheon,인천,K272,37.476691,126.616936
수인분당선,嘉泉大学,1851,カチョンデ,Gachon Univ.,가천대,K223,37.448605,127.126697
수인분당선,宣陵,1023,ソンルン,Seolleung,선릉,K215,37.504503,127.049008
수인분당선,开浦洞,1027,ケポドン,Gaepo-dong,개포동,K219,37.489116,127.06614
수인분당선,九龙,1026,クリョン,Guryong,구룡,K218,37.486839,127.058856
수인분당선,道谷,1025,トゴク,Dogok,도곡,K217,37.490858,127.055381
수인분당선,竹田,1862,チュクチョン,Jukjeon,죽전,K233,37.324753,127.107395
수인분당선,汉堤,1024,ハンティ,Hanti,한티,K216,37.496237,127.052873
수인분당선,梅滩,1870,メタン,MaetanGwonseon,매탄권선,K242,37.252759,127.040566
수인분당선,南洞产业园地,1883,ナムドン・インドスパーク,Namdong Induspark,남동인더스파크,K264,37.407722,126.695216
수인분당선,新葛,1864,シンガル,Singal,신갈,K236,37.286102,127.111313
수인분당선,水原市厅,1871,スウォンシチョン,Suwon City Hall,수원시청,K243,37.261911,127.030736
수인분당선,松岛,1886,ソンド,Songdo,송도,K267,37.428514,126.657772
수인분당선,网浦,1869,マンポ,Mangpo,망포,K241,37.245795,127.057353
수인분당선,福井,1031,ポクチョン,Bokjeong,복정,K222,37.470047,127.126662
수인분당선,水西,1030,スソ,Suseo,수서,K221,37.487371,127.10188
수인분당선,汉阳大学,1830,ハンデアプ,Hanyang Univ. at Ansan,한대앞,K251,37.309689,126.85344
수인분당선,清凉里,1845,チョンニャンニ,Cheongnyangni,청량리,K209,37.580178,127.046835
수인분당선,正往,1836,チョンワン,Jeongwang,정왕,K257,37.351735,126.742989
수인분당선,新吉温泉,1835,シンギル・オンチョン,Neunggil,신길온천,K256,37.338212,126.765844
신림선,赛江,4401,セッカン,Saetgang,샛강,S401,37.517274,126.928422
신림선,波拉美,4404,ポラメ,Boramae,보라매,S404,37.499872,126.920428
신림선,大方,4402,テバン,Daebang,대방,S402,37.513342,126.926382
신림선,新林,4408,シンリム,Sillim,신림,S408,37.484201,126.929715
신분당선,江南,4307,カンナム,Gangnam,강남,D7,37.497175,127.027926
신분당선,良才,4308,ヤンジェ,Yangjae,양재,D8,37.484147,127.034631
신분당선,论岘,4305,ノンヒョン,Nonhyeon,논현,D5,37.511093,127.021415
신분당선,淸溪山入口,4310,チョンゲサンイック,Cheonggyesan,청계산입구,D10,37.447211,127.055664
신분당선,良才市民之林,4309,ヤンジェ・シミネスプ,Yangjae Citizen's Forest,양재시민의숲,D9,37.470023,127.03842
신분당선,板橋,4311,パンギョ,Pangyo,판교,D11,37.394761,127.111217
신분당선,亭子,4312,チョンジャ,Jeongja,정자,D12,37.36706,127.108105
신분당선,美金,4313,ミグム,Migeum,미금,D13,37.350077,127.10891
신분당선,東川,4314,トンチョン,Dongcheon,동천,D14,37.337928,127.102976
신분당선,水枝區廳,4315,スヅグチョン,Suji-gu office,수지구청,D15,37.322702,127.095026
신분당선,星福,4316,ソンボク,Seongbok,성복,D16,37.313335,127.0801
신분당선,上峴,4317,サンヒョン,Sanghyeon,상현,D17,37.297664,127.069342
신분당선,光敎中央,4318,クァンギョジュンアン,GwanggyoJungang,광교중앙,D18,37.288617,127.051478
신분당선,光敎,4319,クァンギョ,Gwanggyo,광교,D19,37.30211,127.044483
신분당선,江南,4306,カンナム,Sinnonhyeon,신논현,D6,37.504598,127.02506
신분당선,新沙,4304,シンサ,Sinsa,신사,D4,37.516334,127.020114
용인경전철,洑坪,4514,ポピョン,Bopyeong,보평,Y123,37.258965,127.218457
용인경전철,古陣,4513,コジン,Gojin,고진,Y121,37.24484,127.214251
용인경전철,金良場,4511,キムニャンジャン,Gimnyangjang,김량장,Y119,37.237247,127.198781
용인경전철,三街,4508,サムガ,Samga,삼가,Y116,37.242115,127.168075
용인경전철,草堂,4506,チョダン,Chodang,초당,Y115,37.260752,127.159443
용인경전철,東栢,4505,トンベク,Dongbaek,동백,Y114,37.269043,127.152716
용인경전철,支石,4503,チソク,Jiseok,지석,Y112,37.269606,127.136515
용인경전철,御井,4504,オジョン,Eojeong,어정,Y113,37.274917,127.143714
용인경전철,江南大学,4502,カンナムデ,Kangnam Univ.,강남대,Y111,37.270161,127.126033
용인경전철,器興,4501,キフン,Giheung,기흥,Y110,37.275619,127.115936
용인경전철,屯田,4515,トゥンジョン,Dunjeon,둔전,Y125,37.267051,127.21364
용인경전철,明知大,4510,ミョンジデ,Myongji Univ.,명지대,Y118,37.237964,127.190294
우이신설경전철,新設洞,4713,シンソルトン,Sinseoldong,신설동,953,37.575297,127.025087
우이신설경전철,普門,4712,ポムン,Bomun,보문,952,37.585286,127.019381
우이신설경전철,加五里,4704,カオリ,Gaori,가오리,944,37.641701,127.016792
우이신설경전철,三阳十字路口,4707,サミャンサゴリ,Samyang Sageori,삼양사거리,947,37.621512,127.02048
우이신설경전철,三陽,4706,サミャン,Samyang,삼양,946,37.627165,127.018152
우이신설경전철,北漢山牛耳,4701,プカンサンウイ,Bukhansan Ui,북한산우이,941,37.663146,127.012789
우이신설경전철,松林公園,4702,ソルバッコンウォン,Solbat Park,솔밭공원,942,37.656088,127.013252
우이신설경전철,華溪,4705,ファゲ,Hwagye,화계,945,37.634802,127.017519
우이신설경전철,誠信女大入口,4711,誠信女大入口,Sungshin Women`s Univ.,성신여대입구,951,37.592624,127.016403
우이신설경전철,貞陵,4710,チョンヌン,Jeongneung,정릉,950,37.602798,127.01349
우이신설경전철,北漢山輔國門,4709,プカンサンボグンムン,Bukhansan Bogungmun,북한산보국문,949,37.612343,127.008009
우이신설경전철,松泉,4708,ソルセム,Solsaem,솔샘,948,37.62124,127.013528
의정부경전철,虎谷,4603,ポムゴル,Beomgol,범골,U112,37.728755,127.04353
의정부경전철,興宣,4606,ホンソン,Heungseon,흥선,U115,37.743302,127.037023
의정부경전철,鉢谷,4601,バルゴク,Balgok,발곡,U110,37.727048,127.052803
